"Qualifying Name","Name of Area","FIPS","Nation","Metropolitan Statistical Area","County/County Subdivision","Total Population 2017","Median Family Income (5-year ACS)","Low Income Limits (Up to 80% of Local Area Median Income) for One Person Families","Low Income Limits (Up to 80% of Local Area Median Income) for Two Person Families","Low Income Limits (Up to 80% of Local Area Median Income) for Three Person Families","Low Income Limits (Up to 80% of Local Area Median Income) for Four Person Families","Low Income Limits (Up to 80% of Local Area Median Income) for Five Person Families","Low Income Limits (Up to 80% of Local Area Median Income) for Six Person Families","Low Income Limits (Up to 80% of Local Area Median Income) for Seven Person Families","Low Income Limits (Up to 80% of Local Area Median Income) for Eight Person Families","Very Low Income Limits (Up to 50% of Local Area Median Income) for One Person Families","Very Low Income Limits (Up to 50% of Local Area Median Income) for Two Person Families","Very Low Income Limits (Up to 50% of Local Area Median Income) for Three Person Families","Very Low Income Limits (Up to 50% of Local Area Median Income) for Four Person Families","Very Low Income Limits (Up to 50% of Local Area Median Income) for Five Person Families","Very Low Income Limits (Up to 50% of Local Area Median Income) for Six Person Families","Very Low Income Limits (Up to 50% of Local Area Median Income) for Seven Person Families","Very Low Income Limits (Up to 50% of Local Area Median Income) for Eight Person Families","Extremely Low Income Limits (Up to 30% of Local Area Median Income) for One Person Families","Extremely Low Income Limits (Up to 30% of Local Area Median Income) for Two Person Families","Extremely Low Income Limits (Up to 30% of Local Area Median Income) for Three Person Families","Extremely Low Income Limits (Up to 30% of Local Area Median Income) for Four Person Families","Extremely Low Income Limits (Up to 30% of Local Area Median Income) for Five Person Families","Extremely Low Income Limits (Up to 30% of Local Area Median Income) for Six Person Families","Extremely Low Income Limits (Up to 30% of Local Area Median Income) for Seven Person Families","Extremely Low Income Limits (Up to 30% of Local Area Median Income) for Eight Person Families","Fair Market Rent for Efficiency","Fair Market Rent for One Bedroom","Fair Market Rent for Two Bedrooms","Fair Market Rent for Three Bedrooms","Fair Market Rent for Four Bedrooms","FY 2020 Fair Market Rent (Two-Bedrooms)","FY 2019 Fair Market Rent (Two-Bedrooms)","Fair Market Rent (Two-Bedrooms) Percent Change between 2019 and 2020","Fair Market Rent (Two-Bedrooms) Dollar Change between 2019 and 2020"
Geo_QNAME,Geo_NAME,Geo_FIPS,Geo_NATION,Geo_MSA,Geo_CCS,SE_T001_001,SE_T002_001,SE_T003_001,SE_T003_002,SE_T003_003,SE_T003_004,SE_T003_005,SE_T003_006,SE_T003_007,SE_T003_008,SE_T004_001,SE_T004_002,SE_T004_003,SE_T004_004,SE_T004_005,SE_T004_006,SE_T004_007,SE_T004_008,SE_T005_001,SE_T005_002,SE_T005_003,SE_T005_004,SE_T005_005,SE_T005_006,SE_T005_007,SE_T005_008,SE_T006_001,SE_T006_002,SE_T006_003,SE_T006_004,SE_T006_005,SE_T007_001,SE_T007_002,SE_T008_001,SE_T008_002
"Blandford town, Massachusetts","Blandford town","2501306085","00",,"01306085",1260,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Brimfield town, Massachusetts","Brimfield town","2501308470","00",,"01308470",3725,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Chester town, Massachusetts","Chester town","2501313485","00",,"01313485",1530,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Chicopee city, Massachusetts","Chicopee city","2501313660","00",,"01313660",55780,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"East Longmeadow town, Massachusetts","East Longmeadow town","2501319645","00",,"01319645",16155,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Granville town, Massachusetts","Granville town","2501326675","00",,"01326675",1660,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Hampden town, Massachusetts","Hampden town","2501328075","00",,"01328075",5195,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Holland town, Massachusetts","Holland town","2501330665","00",,"01330665",2510,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Holyoke city, Massachusetts","Holyoke city","2501330840","00",,"01330840",40360,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Longmeadow town, Massachusetts","Longmeadow town","2501336300","00",,"01336300",15875,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Ludlow town, Massachusetts","Ludlow town","2501337175","00",,"01337175",21330,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Monson town, Massachusetts","Monson town","2501342145","00",,"01342145",8805,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Montgomery town, Massachusetts","Montgomery town","2501342530","00",,"01342530",800,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Palmer Town city, Massachusetts","Palmer Town city","2501352144","00",,"01352144",12235,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Russell town, Massachusetts","Russell town","2501358650","00",,"01358650",1330,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Southwick town, Massachusetts","Southwick town","2501365825","00",,"01365825",9710,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Springfield city, Massachusetts","Springfield city","2501367000","00",,"01367000",154615,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Tolland town, Massachusetts","Tolland town","2501370045","00",,"01370045",665,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Wales town, Massachusetts","Wales town","2501372390","00",,"01372390",2010,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Westfield city, Massachusetts","Westfield city","2501376030","00",,"01376030",41665,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"West Springfield Town city, Massachusetts","West Springfield Town city","2501377890","00",,"01377890",28670,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Wilbraham town, Massachusetts","Wilbraham town","2501379740","00",,"01379740",14555,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Amherst town, Massachusetts","Amherst town","2501501325","00",,"01501325",39880,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Belchertown town, Massachusetts","Belchertown town","2501504825","00",,"01504825",14905,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Chesterfield town, Massachusetts","Chesterfield town","2501513590","00",,"01513590",1305,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Cummington town, Massachusetts","Cummington town","2501516040","00",,"01516040",860,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Easthampton Town city, Massachusetts","Easthampton Town city","2501519370","00",,"01519370",16050,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Goshen town, Massachusetts","Goshen town","2501526290","00",,"01526290",1095,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Granby town, Massachusetts","Granby town","2501526535","00",,"01526535",6320,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Hadley town, Massachusetts","Hadley town","2501527690","00",,"01527690",5300,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Hatfield town, Massachusetts","Hatfield town","2501529265","00",,"01529265",3305,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Huntington town, Massachusetts","Huntington town","2501531785","00",,"01531785",1975,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Middlefield town, Massachusetts","Middlefield town","2501540990","00",,"01540990",465,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Northampton city, Massachusetts","Northampton city","2501546330","00",,"01546330",28550,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Pelham town, Massachusetts","Pelham town","2501552560","00",,"01552560",1275,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Plainfield town, Massachusetts","Plainfield town","2501554030","00",,"01554030",670,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Southampton town, Massachusetts","Southampton town","2501562745","00",,"01562745",6090,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"South Hadley town, Massachusetts","South Hadley town","2501564145","00",,"01564145",17735,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Ware town, Massachusetts","Ware town","2501572880","00",,"01572880",9865,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Westhampton town, Massachusetts","Westhampton town","2501576380","00",,"01576380",1820,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Williamsburg town, Massachusetts","Williamsburg town","2501579915","00",,"01579915",2480,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Worthington town, Massachusetts","Worthington town","2501582175","00",,"01582175",1255,77200,47850,54650,61500,68300,73800,79250,84700,90200,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,26200,30680,35160,39640,44120,737,875,1115,1389,1611,1115,1061,5.08954,54
"Acton town, Massachusetts","Acton town","2501700380","00",,"01700380",23455,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Arlington town, Massachusetts","Arlington town","2501701605","00",,"01701605",44990,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Ashby town, Massachusetts","Ashby town","2501701955","00",,"01701955",3195,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Ashland town, Massachusetts","Ashland town","2501702130","00",,"01702130",17480,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Ayer town, Massachusetts","Ayer town","2501703005","00",,"01703005",8015,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Bedford town, Massachusetts","Bedford town","2501704615","00",,"01704615",14105,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Belmont town, Massachusetts","Belmont town","2501705070","00",,"01705070",25965,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Billerica town, Massachusetts","Billerica town","2501705805","00",,"01705805",42790,108000,54950,62800,70650,78500,84800,91100,97350,103650,37800,43200,48600,54000,58350,62650,67000,71300,22700,25950,29200,32400,35000,37600,40200,44120,1066,1188,1534,1912,2078,1534,1514,1.321,20
"Boxborough town, Massachusetts","Boxborough town","2501707350","00",,"01707350",5545,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Burlington town, Massachusetts","Burlington town","2501709840","00",,"01709840",26105,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Cambridge city, Massachusetts","Cambridge city","2501711000","00",,"01711000",110895,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Carlisle town, Massachusetts","Carlisle town","2501711525","00",,"01711525",5160,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Chelmsford town, Massachusetts","Chelmsford town","2501713135","00",,"01713135",35065,108000,54950,62800,70650,78500,84800,91100,97350,103650,37800,43200,48600,54000,58350,62650,67000,71300,22700,25950,29200,32400,35000,37600,40200,44120,1066,1188,1534,1912,2078,1534,1514,1.321,20
"Concord town, Massachusetts","Concord town","2501715060","00",,"01715060",19355,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Dracut town, Massachusetts","Dracut town","2501717475","00",,"01717475",31115,108000,54950,62800,70650,78500,84800,91100,97350,103650,37800,43200,48600,54000,58350,62650,67000,71300,22700,25950,29200,32400,35000,37600,40200,44120,1066,1188,1534,1912,2078,1534,1514,1.321,20
"Dunstable town, Massachusetts","Dunstable town","2501717825","00",,"01717825",3335,108000,54950,62800,70650,78500,84800,91100,97350,103650,37800,43200,48600,54000,58350,62650,67000,71300,22700,25950,29200,32400,35000,37600,40200,44120,1066,1188,1534,1912,2078,1534,1514,1.321,20
"Everett city, Massachusetts","Everett city","2501721990","00",,"01721990",45210,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Framingham town, Massachusetts","Framingham town","2501724925","00",,"01724925",71230,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Groton town, Massachusetts","Groton town","2501727480","00",,"01727480",11280,108000,54950,62800,70650,78500,84800,91100,97350,103650,37800,43200,48600,54000,58350,62650,67000,71300,22700,25950,29200,32400,35000,37600,40200,44120,1066,1188,1534,1912,2078,1534,1514,1.321,20
"Holliston town, Massachusetts","Holliston town","2501730700","00",,"01730700",14480,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Hopkinton town, Massachusetts","Hopkinton town","2501731085","00",,"01731085",16720,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Hudson town, Massachusetts","Hudson town","2501731540","00",,"01731540",19845,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Lexington town, Massachusetts","Lexington town","2501735215","00",,"01735215",33340,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Lincoln town, Massachusetts","Lincoln town","2501735425","00",,"01735425",6695,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Littleton town, Massachusetts","Littleton town","2501735950","00",,"01735950",9755,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Lowell city, Massachusetts","Lowell city","2501737000","00",,"01737000",110965,108000,54950,62800,70650,78500,84800,91100,97350,103650,37800,43200,48600,54000,58350,62650,67000,71300,22700,25950,29200,32400,35000,37600,40200,44120,1066,1188,1534,1912,2078,1534,1514,1.321,20
"Malden city, Massachusetts","Malden city","2501737875","00",,"01737875",61210,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Marlborough city, Massachusetts","Marlborough city","2501738715","00",,"01738715",39770,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
"Maynard town, Massachusetts","Maynard town","2501739625","00",,"01739625",10560,119000,67400,77000,86650,96250,103950,111650,119350,127050,44800,51200,57600,63950,69100,74200,79300,84450,26850,30700,34550,38350,41450,44500,47600,50650,1715,1900,2311,2880,3131,2311,2194,5.33273,117
